HTS,year,MFN_adval,MFN_specific,COL2_adval,COL2_specific,MFN_text,COL2_text,special_rate
0101.11.00,1989,0.0,0.0,0.0,0.0,Free  ,Free  ,False
0101.11.00,1991,0.0,0.0,0.0,0.0,Free  ,Free  ,False
0101.11.00,1992,0.0,0.0,0.0,0.0,Free  ,Free  ,False
0101.11.00,1993,0.0,0.0,0.0,0.0,Free  ,Free  ,False
0101.11.00,1994,0.0,0.0,0.0,0.0,Free  ,Free  ,False
0101.11.00,1995,0.0,0.0,0.0,0.0,Free  ,Free  ,False
0101.11.00,1996,0.0,0.0,0.0,0.0,Free  ,Free  ,False
0101.19.00,1989,0.0,0.0,20.0,0.0,Free  ,20%  ,False
0101.19.00,1991,0.0,0.0,20.0,0.0,Free    ,20%    ,False
0101.19.00,1992,0.0,0.0,20.0,0.0,Free    ,20%    ,False
0101.19.00,1993,0.0,0.0,20.0,0.0,Free    ,20%    ,False
0101.19.00,1994,0.0,0.0,20.0,0.0,Free    ,20%    ,False
0101.19.00,1995,0.0,0.0,20.0,0.0,Free    ,20%    ,False
0101.19.00,1996,0.0,0.0,20.0,0.0,Free    ,20%    ,False
0101.20.10,1989,0.0,0.0,0.0,0.0,Free,Free,False
0101.20.10,1991,0.0,0.0,0.0,0.0,Free,Free,False
0101.20.10,1992,0.0,0.0,0.0,0.0,Free,Free,False
0101.20.10,1993,0.0,0.0,0.0,0.0,Free,Free,False
0101.20.10,1994,0.0,0.0,0.0,0.0,Free,Free,False
0101.20.10,1995,0.0,0.0,0.0,0.0,Free,Free,False
0101.20.10,1996,0.0,0.0,0.0,0.0,Free,Free,False
0101.20.20,1989,15.0,0.0,15.0,0.0,15% ,15% ,False
0101.20.20,1991,15.0,0.0,15.0,0.0,15% ,15% ,False
0101.20.20,1992,15.0,0.0,15.0,0.0,15% ,15% ,False
0101.20.20,1993,15.0,0.0,15.0,0.0,15% ,15% ,False
0101.20.20,1994,15.0,0.0,15.0,0.0,15% ,15% ,False
0101.20.20,1995,13.600000000000001,0.0,15.0,0.0,13.6%  ,15%  ,False
0101.20.20,1996,12.3,0.0,15.0,0.0,12.3%  ,15%  ,False
0101.20.30,1989,0.0,0.0,0.0,0.0,Free,Free,False
0101.20.30,1991,0.0,0.0,0.0,0.0,Free,Free,False
0101.20.30,1992,0.0,0.0,0.0,0.0,Free,Free,False
0101.20.30,1993,0.0,0.0,0.0,0.0,Free,Free,False
0101.20.30,1994,0.0,0.0,0.0,0.0,Free,Free,False
0101.20.30,1995,0.0,0.0,0.0,0.0,Free,Free,False
0101.20.30,1996,0.0,0.0,0.0,0.0,Free,Free,False
0101.20.40,1989,10.0,0.0,20.0,0.0,10%  ,20%  ,False
0101.20.40,1991,10.0,0.0,20.0,0.0,10%  ,20%  ,False
0101.20.40,1992,10.0,0.0,20.0,0.0,10%  ,20%  ,False
0101.20.40,1993,10.0,0.0,20.0,0.0,10%  ,20%  ,False
0101.20.40,1994,10.0,0.0,20.0,0.0,10%  ,20%  ,False
0101.20.40,1995,9.1,0.0,20.0,0.0,9.1%  ,20%  ,False
0101.20.40,1996,8.2,0.0,20.0,0.0,8.2%  ,20%  ,False
0102.10.00,1989,0.0,0.0,0.0,0.0,Free       ,Free       ,False
0102.10.00,1991,0.0,0.0,0.0,0.0,Free       ,Free       ,False
0102.10.00,1992,0.0,0.0,0.0,0.0,Free       ,Free       ,False
0102.10.00,1993,0.0,0.0,0.0,0.0,Free       ,Free       ,False
0102.10.00,1994,0.0,0.0,0.0,0.0,Free       ,Free       ,False
0102.10.00,1995,0.0,0.0,0.0,0.0,Free       ,Free       ,False
0102.10.00,1996,0.0,0.0,0.0,0.0,Free       ,Free       ,False
0102.90.20,1989,0.0,0.0,0.0,0.066, Free , 6.6¢/kg ,False
0102.90.20,1991,0.0,0.0,0.0,0.066, Free    , 6.6¢/kg    ,False
0102.90.20,1992,0.0,0.0,0.0,0.066, Free    , 6.6¢/kg    ,False
0102.90.20,1993,0.0,0.0,0.0,0.066, Free    , 6.6¢/kg    ,False
0102.90.20,1994,0.0,0.0,0.0,0.066, Free    , 6.6¢/kg    ,False
0102.90.20,1995,0.0,0.0,0.0,0.066, Free    , 6.6¢/kg    ,False
0102.90.20,1996,0.0,0.0,0.0,0.066, Free    , 6.6¢/kg    ,False
0102.90.40,1989,0.0,0.022000000000000002,0.0,0.055,2.2¢/kg         ,5.5¢/kg         ,False
0102.90.40,1991,0.0,0.022000000000000002,0.0,0.055,2.2¢/kg            ,5.5¢/kg            ,False
0102.90.40,1992,0.0,0.022000000000000002,0.0,0.055,2.2¢/kg                              ,5.5¢/kg                              ,False
0102.90.40,1993,0.0,0.022000000000000002,0.0,0.055,2.2¢/kg                                     ,5.5¢/kg                                     ,False
0102.90.40,1994,0.0,0.022000000000000002,0.0,0.055,2.2¢/kg                                     ,5.5¢/kg                                     ,False
0102.90.40,1995,0.0,0.02,0.0,0.055,2¢/kg                                      ,5.5¢/kg                                      ,False
0102.90.40,1996,0.0,0.018000000000000002,0.0,0.055,1.8¢/kg                                           ,5.5¢/kg                                           ,False
0103.10.00,1989,0.0,0.0,0.0,0.0,Free ,Free ,False
0103.10.00,1991,0.0,0.0,0.0,0.0,Free ,Free ,False
0103.10.00,1992,0.0,0.0,0.0,0.0,Free ,Free ,False
0103.10.00,1993,0.0,0.0,0.0,0.0,Free ,Free ,False
0103.10.00,1994,0.0,0.0,0.0,0.0,Free ,Free ,False
0103.10.00,1995,0.0,0.0,0.0,0.0,Free ,Free ,False
0103.10.00,1996,0.0,0.0,0.0,0.0,Free ,Free ,False
0103.91.00,1989,0.0,0.0,0.0,0.044000000000000004,Free ,4.4¢/kg ,False
0103.91.00,1991,0.0,0.0,0.0,0.044000000000000004,Free ,4.4¢/kg ,False
0103.91.00,1992,0.0,0.0,0.0,0.044000000000000004,Free ,4.4¢/kg ,False
0103.91.00,1993,0.0,0.0,0.0,0.044000000000000004,Free ,4.4¢/kg ,False
0103.91.00,1994,0.0,0.0,0.0,0.044000000000000004,Free ,4.4¢/kg ,False
0103.91.00,1995,0.0,0.0,0.0,0.044000000000000004,Free ,4.4¢/kg ,False
0103.91.00,1996,0.0,0.0,0.0,0.044000000000000004,Free ,4.4¢/kg ,False
0103.92.00,1989,0.0,0.0,0.0,0.044000000000000004,Free  ,4.4¢/kg  ,False
0103.92.00,1991,0.0,0.0,0.0,0.044000000000000004,Free  ,4.4¢/kg  ,False
0103.92.00,1992,0.0,0.0,0.0,0.044000000000000004,Free  ,4.4¢/kg  ,False
0103.92.00,1993,0.0,0.0,0.0,0.044000000000000004,Free  ,4.4¢/kg  ,False
0103.92.00,1994,0.0,0.0,0.0,0.044000000000000004,Free  ,4.4¢/kg  ,False
0103.92.00,1995,0.0,0.0,0.0,0.044000000000000004,Free  ,4.4¢/kg  ,False
0103.92.00,1996,0.0,0.0,0.0,0.044000000000000004,Free  ,4.4¢/kg  ,False
0104.10.00,1989,0.0,0.0,0.0,3.0,Free,$3/head,False
0104.10.00,1991,0.0,0.0,0.0,3.0,Free,$3/head,False
0104.10.00,1992,0.0,0.0,0.0,3.0,Free,$3/head,False
0104.10.00,1993,0.0,0.0,0.0,3.0,Free,$3/head,False
0104.10.00,1994,0.0,0.0,0.0,3.0,Free,$3/head,False
0104.10.00,1995,0.0,0.0,0.0,3.0,Free,$3/head,False
0104.10.00,1996,0.0,0.0,0.0,3.0,Free,$3/head,False
0104.20.00,1989,0.0,1.5,0.0,3.0,$1.50/head    ,$3/head    ,False
0104.20.00,1991,0.0,1.5,0.0,3.0,$1.50/head    ,$3/head    ,False
0104.20.00,1992,0.0,1.5,0.0,3.0,$1.50/head ,$3/head ,False
0104.20.00,1993,0.0,1.5,0.0,3.0,$1.50/head   ,$3/head   ,False
0104.20.00,1994,0.0,1.5,0.0,3.0,$1.50/head   ,$3/head   ,False
0104.20.00,1995,0.0,1.36,0.0,3.0,$1.36/head    ,$3/head    ,False
0104.20.00,1996,0.0,1.23,0.0,3.0,$1.23/head    ,$3/head    ,False
0105.11.00,1989,0.0,0.02,0.0,0.04,2¢ each      ,4¢ each      ,False
0105.11.00,1991,0.0,0.02,0.0,0.04,2¢ each      ,4¢ each      ,False
0105.11.00,1992,0.0,0.02,0.0,0.04,2¢ each      ,4¢ each      ,False
0105.11.00,1993,0.0,0.02,0.0,0.04,2¢ each      ,4¢ each      ,False
0105.11.00,1994,0.0,0.02,0.0,0.04,2¢ each      ,4¢ each      ,False
0105.11.00,1995,0.0,0.018000000000000002,0.0,0.04,1.8¢ each      ,4¢ each      ,False
0105.11.00,1996,0.0,0.016,0.0,0.04,1.6¢ each      ,4¢ each      ,False
0105.12.00,1996,0.0,0.016,0.0,0.04,1.6¢ each ,4¢ each ,False
0105.19.00,1989,0.0,0.02,0.0,0.04,2¢ each    ,4¢ each    ,False
0105.19.00,1991,0.0,0.02,0.0,0.04,2¢ each    ,4¢ each    ,False
0105.19.00,1992,0.0,0.02,0.0,0.04,2¢ each    ,4¢ each    ,False
0105.19.00,1993,0.0,0.02,0.0,0.04,2¢ each    ,4¢ each    ,False
0105.19.00,1994,0.0,0.02,0.0,0.04,2¢ each    ,4¢ each    ,False
0105.19.00,1995,0.0,0.018000000000000002,0.0,0.04,1.8¢ each    ,4¢ each    ,False
0105.19.00,1996,0.0,0.016,0.0,0.04,1.6¢ each  ,4¢ each  ,False
0105.91.00,1989,0.0,0.044000000000000004,0.0,0.17600000000000002,4.4¢/kg ,17.6¢/kg ,False
0105.91.00,1991,0.0,0.044000000000000004,0.0,0.17600000000000002,4.4¢/kg ,17.6¢/kg ,False
0105.91.00,1992,0.0,0.044000000000000004,0.0,0.17600000000000002,4.4¢/kg ,17.6¢/kg ,False
0105.91.00,1993,0.0,0.044000000000000004,0.0,0.17600000000000002,4.4¢/kg ,17.6¢/kg ,False
0105.91.00,1994,0.0,0.044000000000000004,0.0,0.17600000000000002,4.4¢/kg ,17.6¢/kg ,False
0105.91.00,1995,0.0,0.04,0.0,0.17600000000000002,4¢/kg ,17.6¢/kg ,False
0105.92.00,1996,0.0,0.036000000000000004,0.0,0.17600000000000002, 3.6¢/kg , 17.6¢/kg ,False
0105.93.00,1996,0.0,0.036000000000000004,0.0,0.17600000000000002,3.6¢/kg ,17.6¢/kg ,False
0105.99.00,1989,0.0,0.044000000000000004,0.0,0.17600000000000002,4.4¢/kg  ,17.6¢/kg  ,False
0105.99.00,1991,0.0,0.044000000000000004,0.0,0.17600000000000002,4.4¢/kg ,17.6¢/kg ,False
0105.99.00,1992,0.0,0.044000000000000004,0.0,0.17600000000000002,4.4¢/kg  ,17.6¢/kg  ,False
0105.99.00,1993,0.0,0.044000000000000004,0.0,0.17600000000000002,4.4¢/kg  ,17.6¢/kg  ,False
0105.99.00,1994,0.0,0.044000000000000004,0.0,0.17600000000000002,4.4¢/kg  ,17.6¢/kg  ,False
0105.99.00,1995,0.0,0.04,0.0,0.17600000000000002,4¢/kg  ,17.6¢/kg  ,False
0105.99.00,1996,0.0,0.036000000000000004,0.0,0.17600000000000002,3.6¢/kg  ,17.6¢/kg  ,False
0106.00.10,1989,4.0,0.0,20.0,0.0,4%,20%,False
0106.00.10,1991,4.0,0.0,20.0,0.0,4%,20%,False
0106.00.10,1992,4.0,0.0,20.0,0.0,4%,20%,False
0106.00.10,1993,4.0,0.0,20.0,0.0,4%,20%,False
0106.00.10,1994,4.0,0.0,20.0,0.0,4%,20%,False
0106.00.10,1995,3.6000000000000005,0.0,20.0,0.0,3.6% ,20% ,False
0106.00.10,1996,3.3000000000000003,0.0,20.0,0.0,3.3% ,20% ,False
0106.00.30,1989,7.5,0.0,15.0,0.0,7.5%,15%,False
0106.00.30,1991,7.5,0.0,15.0,0.0,7.5%,15%,False
0106.00.30,1992,7.5,0.0,15.0,0.0,7.5%,15%,False
0106.00.30,1993,7.5,0.0,15.0,0.0,7.5%,15%,False
0106.00.30,1994,7.5,0.0,15.0,0.0,7.5%,15%,False
0106.00.30,1995,7.000000000000001,0.0,15.0,0.0,7% ,15% ,False
0106.00.30,1996,6.6000000000000005,0.0,15.0,0.0,6.6% ,15% ,False
0106.00.50,1989,0.0,0.0,15.0,0.0,Free   ,15%   ,False
0106.00.50,1991,0.0,0.0,15.0,0.0,Free     ,15%     ,False
0106.00.50,1992,0.0,0.0,15.0,0.0,Free     ,15%     ,False
0106.00.50,1993,0.0,0.0,15.0,0.0,Free      ,15%      ,False
0106.00.50,1994,0.0,0.0,15.0,0.0,Free      ,15%      ,False
0106.00.50,1995,0.0,0.0,15.0,0.0,Free      ,15%      ,False
0106.00.50,1996,0.0,0.0,15.0,0.0,Free      ,15%      ,False
0201.10.00,1989,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg     ,13.2¢/kg     ,False
0201.10.00,1991,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg    ,13.2¢/kg    ,False
0201.10.00,1992,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg    ,13.2¢/kg    ,False
0201.10.00,1993,0.0,0.044,0.0,0.132,........  kg kg  ,Free     ,False
0201.10.00,1994,0.0,0.044,0.0,0.132,........  kg kg  ,Free     ,False
0201.10.05,1995,0.0,0.044000000000000004,0.0,0.132,  4.4¢/kg   ,  13.2¢/kg   ,False
0201.10.05,1996,0.0,0.044000000000000004,0.0,0.132,  4.4¢/kg   ,  13.2¢/kg   ,False
0201.10.10,1995,0.0,0.044000000000000004,0.0,0.132,  4.4¢/kg   ,  13.2¢/kg   ,False
0201.10.10,1996,0.0,0.044000000000000004,0.0,0.132,  4.4¢/kg   ,  13.2¢/kg   ,False
0201.10.50,1995,30.3,0.0,31.1,0.0,30.3%       ,31.1%       ,False
0201.10.50,1996,29.5,0.0,31.1,0.0,29.5%       ,31.1%       ,False
0201.20.02,1995,4.0,0.0,20.0,0.0,4% ,20% ,False
0201.20.02,1996,4.0,0.0,20.0,0.0,4% ,20% ,False
0201.20.04,1995,10.0,0.0,20.0,0.0,10% ,20% ,False
0201.20.04,1996,10.0,0.0,20.0,0.0,10% ,20% ,False
0201.20.06,1995,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg     ,13.2¢/kg     ,False
0201.20.06,1996,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg     ,13.2¢/kg     ,False
0201.20.10,1995,4.0,0.0,20.0,0.0,4% ,20% ,False
0201.20.10,1996,4.0,0.0,20.0,0.0,4% ,20% ,False
0201.20.20,1989,4.0,0.0,20.0,0.0,4% ,20% ,False
0201.20.20,1991,4.0,0.0,20.0,0.0,4% ,20% ,False
0201.20.20,1992,4.0,0.0,20.0,0.0,4%,20%,False
0201.20.20,1993,4.0,0.0,20.0,0.0,kg...... ,Free ,False
0201.20.20,1994,4.0,0.0,20.0,0.0,kg...... ,Free ,False
0201.20.30,1995,10.0,0.0,20.0,0.0,10% ,20% ,False
0201.20.30,1996,10.0,0.0,20.0,0.0,10% ,20% ,False
0201.20.40,1989,10.0,0.0,20.0,0.0,10% ,20% ,False
0201.20.40,1991,10.0,0.0,20.0,0.0,10% ,20% ,False
0201.20.40,1992,10.0,0.0,20.0,0.0,10%,20%,False
0201.20.40,1993,10.0,0.0,20.0,0.0,kg...... ,Free ,False
0201.20.40,1994,10.0,0.0,20.0,0.0,kg...... ,Free ,False
0201.20.50,1995,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg ,13.2¢/kg ,False
0201.20.50,1996,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg ,13.2¢/kg ,False
0201.20.60,1989,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg   ,13.2¢/kg   ,False
0201.20.60,1991,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg   ,13.2¢/kg   ,False
0201.20.60,1992,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg  ,13.2¢/kg  ,False
0201.20.60,1993,0.0,0.044,0.0,0.132,kg......   ,Free   ,False
0201.20.60,1994,0.0,0.044,0.0,0.132,kg......   ,Free   ,False
0201.20.80,1995,30.3,0.0,31.1,0.0,30.3%     ,31.1%     ,False
0201.20.80,1996,29.5,0.0,31.1,0.0,29.5%       ,31.1%       ,False
0201.30.02,1995,4.0,0.0,20.0,0.0,4% ,20% ,False
0201.30.02,1996,4.0,0.0,20.0,0.0,4% ,20% ,False
0201.30.04,1995,10.0,0.0,20.0,0.0,10% ,20% ,False
0201.30.04,1996,10.0,0.0,20.0,0.0,10% ,20% ,False
0201.30.06,1995,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg     ,13.2¢/kg     ,False
0201.30.06,1996,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg     ,13.2¢/kg     ,False
0201.30.10,1995,4.0,0.0,20.0,0.0,4% ,20% ,False
0201.30.10,1996,4.0,0.0,20.0,0.0,4% ,20% ,False
0201.30.20,1989,4.0,0.0,20.0,0.0,4% ,20% ,False
0201.30.20,1991,4.0,0.0,20.0,0.0,4% ,20% ,False
0201.30.20,1992,4.0,0.0,20.0,0.0,4%,20%,False
0201.30.20,1993,4.0,0.0,20.0,0.0,kg...... ,Free ,False
0201.30.20,1994,4.0,0.0,20.0,0.0,kg...... ,Free ,False
0201.30.30,1995,10.0,0.0,20.0,0.0,10% ,20% ,False
0201.30.30,1996,10.0,0.0,20.0,0.0,10% ,20% ,False
0201.30.40,1989,10.0,0.0,20.0,0.0,10% ,20% ,False
0201.30.40,1991,10.0,0.0,20.0,0.0,10% ,20% ,False
0201.30.40,1992,10.0,0.0,20.0,0.0,10%,20%,False
0201.30.40,1993,10.0,0.0,20.0,0.0,kg...... ,Free ,False
0201.30.40,1994,10.0,0.0,20.0,0.0,kg...... ,Free ,False
0201.30.50,1995,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg ,13.2¢/kg ,False
0201.30.50,1996,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg ,13.2¢/kg ,False
0201.30.60,1989,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg  ,13.2¢/kg  ,False
0201.30.60,1991,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg  ,13.2¢/kg  ,False
0201.30.60,1992,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg ,13.2¢/kg ,False
0201.30.60,1993,0.0,0.044,0.0,0.132,kg......  ,Free  ,False
0201.30.60,1994,0.0,0.044,0.0,0.132,kg......  ,Free  ,False
0201.30.80,1995,30.3,0.0,31.1,0.0,30.3%,31.1%,False
0201.30.80,1996,29.5,0.0,31.1,0.0,29.5%,31.1%,False
0202.10.00,1989,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg     ,13.2¢/kg     ,False
0202.10.00,1991,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg     ,13.2¢/kg     ,False
0202.10.00,1992,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg    ,13.2¢/kg    ,False
0202.10.00,1993,0.0,0.044,0.0,0.132,........  kg kg  ,Free     ,False
0202.10.00,1994,0.0,0.044,0.0,0.132,........  kg kg  ,Free     ,False
0202.10.05,1995,0.0,0.044000000000000004,0.0,0.132,  4.4¢/kg   ,  13.2¢/kg   ,False
0202.10.05,1996,0.0,0.044000000000000004,0.0,0.132,  4.4¢/kg   ,  13.2¢/kg   ,False
0202.10.10,1995,0.0,0.044000000000000004,0.0,0.132,  4.4¢/kg   ,  13.2¢/kg   ,False
0202.10.10,1996,0.0,0.044000000000000004,0.0,0.132,  4.4¢/kg   ,  13.2¢/kg   ,False
0202.10.50,1995,30.3,0.0,31.1,0.0,30.3%       ,31.1%       ,False
0202.10.50,1996,29.5,0.0,31.1,0.0,29.5%       ,31.1%       ,False
0202.20.02,1995,4.0,0.0,20.0,0.0,4% ,20% ,False
0202.20.02,1996,4.0,0.0,20.0,0.0,4% ,20% ,False
0202.20.04,1995,10.0,0.0,20.0,0.0,10% ,20% ,False
0202.20.04,1996,10.0,0.0,20.0,0.0,10% ,20% ,False
0202.20.06,1995,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg     ,13.2¢/kg     ,False
0202.20.06,1996,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg     ,13.2¢/kg     ,False
0202.20.10,1995,4.0,0.0,20.0,0.0,4% ,20% ,False
0202.20.10,1996,4.0,0.0,20.0,0.0,4% ,20% ,False
0202.20.20,1989,4.0,0.0,20.0,0.0,4% ,20% ,False
0202.20.20,1991,4.0,0.0,20.0,0.0,4% ,20% ,False
0202.20.20,1992,4.0,0.0,20.0,0.0,4%,20%,False
0202.20.20,1993,4.0,0.0,20.0,0.0,kg...... ,Free ,False
0202.20.20,1994,4.0,0.0,20.0,0.0,kg...... ,Free ,False
0202.20.30,1995,10.0,0.0,20.0,0.0,10% ,20% ,False
0202.20.30,1996,10.0,0.0,20.0,0.0,10% ,20% ,False
0202.20.40,1989,10.0,0.0,20.0,0.0,10% ,20% ,False
0202.20.40,1991,10.0,0.0,20.0,0.0,10% ,20% ,False
0202.20.40,1992,10.0,0.0,20.0,0.0,10%,20%,False
0202.20.40,1993,10.0,0.0,20.0,0.0,kg...... ,Free ,False
0202.20.40,1994,10.0,0.0,20.0,0.0,kg...... ,Free ,False
0202.20.50,1995,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg ,13.2¢/kg ,False
0202.20.50,1996,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg ,13.2¢/kg ,False
0202.20.60,1989,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg   ,13.2¢/kg   ,False
0202.20.60,1991,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg   ,13.2¢/kg   ,False
0202.20.60,1992,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg  ,13.2¢/kg  ,False
0202.20.60,1993,0.0,0.044,0.0,0.132,kg......   ,Free   ,False
0202.20.60,1994,0.0,0.044,0.0,0.132,kg......   ,Free   ,False
0202.20.80,1995,30.3,0.0,31.1,0.0,30.3%     ,31.1%     ,False
0202.20.80,1996,29.5,0.0,31.1,0.0,29.5%     ,31.1%     ,False
0202.30.02,1995,4.0,0.0,20.0,0.0,4% ,20% ,False
0202.30.02,1996,4.0,0.0,20.0,0.0,4% ,20% ,False
0202.30.04,1995,10.0,0.0,20.0,0.0,10% ,20% ,False
0202.30.04,1996,10.0,0.0,20.0,0.0,10% ,20% ,False
0202.30.06,1995,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg     ,13.2¢/kg     ,False
0202.30.06,1996,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg     ,13.2¢/kg     ,False
0202.30.10,1995,4.0,0.0,20.0,0.0,4% ,20% ,False
0202.30.10,1996,4.0,0.0,20.0,0.0,4% ,20% ,False
0202.30.20,1989,4.0,0.0,20.0,0.0,4% ,20% ,False
0202.30.20,1991,4.0,0.0,20.0,0.0,4% ,20% ,False
0202.30.20,1992,4.0,0.0,20.0,0.0,4% ,20% ,False
0202.30.20,1993,4.0,0.0,20.0,0.0,kg......  ,Free  ,False
0202.30.20,1994,4.0,0.0,20.0,0.0,kg......  ,Free  ,False
0202.30.30,1995,10.0,0.0,20.0,0.0,10% ,20% ,False
0202.30.30,1996,10.0,0.0,20.0,0.0,10% ,20% ,False
0202.30.40,1989,10.0,0.0,20.0,0.0,10% ,20% ,False
0202.30.40,1991,10.0,0.0,20.0,0.0,10% ,20% ,False
0202.30.40,1992,10.0,0.0,20.0,0.0,10% ,20% ,False
0202.30.40,1993,10.0,0.0,20.0,0.0,kg......  ,Free  ,False
0202.30.40,1994,10.0,0.0,20.0,0.0,kg...... ,Free ,False
0202.30.50,1995,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg ,13.2¢/kg ,False
0202.30.50,1996,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg ,13.2¢/kg ,False
0202.30.60,1989,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg   ,13.2¢/kg   ,False
0202.30.60,1991,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg   ,13.2¢/kg   ,False
0202.30.60,1992,0.0,0.044000000000000004,0.0,0.132,4.4¢/kg   ,13.2¢/kg   ,False
0202.30.60,1993,0.0,0.044,0.0,0.132,kg......    ,Free    ,False
0202.30.60,1994,0.0,0.044,0.0,0.132,kg......   ,Free   ,False
0202.30.80,1995,30.3,0.0,31.1,0.0,30.3%,31.1%,False
0202.30.80,1996,29.5,0.0,31.1,0.0,29.5%,31.1%,False
0203.11.00,1989,0.0,0.0,0.0,0.055,Free  ,5.5¢/kg  ,False
0203.11.00,1991,0.0,0.0,0.0,0.055,Free  ,5.5¢/kg  ,False
0203.11.00,1992,0.0,0.0,0.0,0.055,Free  ,5.5¢/kg  ,False
0203.11.00,1993,0.0,0.0,0.0,0.055,kg......   ,   ,False
0203.11.00,1994,0.0,0.0,0.0,0.055,kg......   ,   ,False
0203.11.00,1995,0.0,0.0,0.0,0.055,Free  ,5.5¢/kg  ,False
0203.11.00,1996,0.0,0.0,0.0,0.055,Free  ,5.5¢/kg  ,False
0203.12.10,1989,0.0,0.022000000000000002,0.0,0.07200000000000001,2.2¢/kg ,7.2¢/kg ,False
0203.12.10,1991,0.0,0.022000000000000002,0.0,0.07200000000000001,2.2¢/kg   ,7.2¢/kg   ,False
0203.12.10,1992,0.0,0.022000000000000002,0.0,0.07200000000000001,2.2¢/kg   ,7.2¢/kg   ,False
0203.12.10,1993,0.0,0.022,0.0,0.072,........  kg kg,Free   ,False
0203.12.10,1994,0.0,0.022,0.0,0.072,........  kg kg,Free   ,False
0203.12.10,1995,0.0,0.021,0.0,0.07200000000000001,2.1¢/kg   ,7.2¢/kg   ,False
0203.12.10,1996,0.0,0.019,0.0,0.07200000000000001,1.9¢/kg   ,7.2¢/kg   ,False
0203.12.90,1989,0.0,0.0,0.0,0.055,Free ,5.5¢/kg ,False
0203.12.90,1991,0.0,0.0,0.0,0.055,Free   ,5.5¢/kg   ,False
0203.12.90,1992,0.0,0.0,0.0,0.055,Free   ,5.5¢/kg   ,False
0203.12.90,1993,0.0,0.0,0.0,0.055,........  kg kg ,    ,False
0203.12.90,1994,0.0,0.0,0.0,0.055,........  kg kg ,    ,False
0203.12.90,1995,0.0,0.0,0.0,0.055,Free   ,5.5¢/kg   ,False
0203.12.90,1996,0.0,0.0,0.0,0.055,Free   ,5.5¢/kg   ,False
0203.19.20,1989,0.0,0.022000000000000002,0.0,0.07200000000000001,2.2¢/kg ,7.2¢/kg ,False
0203.19.20,1991,0.0,0.022000000000000002,0.0,0.07200000000000001,2.2¢/kg   ,7.2¢/kg   ,False
0203.19.20,1992,0.0,0.022000000000000002,0.0,0.07200000000000001,2.2¢/kg   ,7.2¢/kg   ,False
0203.19.20,1993,0.0,0.022,0.0,0.072,........  kg kg,Free   ,False
0203.19.20,1994,0.0,0.022,0.0,0.072,........  kg kg,Free   ,False
0203.19.20,1995,0.0,0.021,0.0,0.07200000000000001,2.1¢/kg   ,7.2¢/kg   ,False
0203.19.20,1996,0.0,0.019,0.0,0.07200000000000001,1.9¢/kg   ,7.2¢/kg   ,False
0203.19.40,1989,0.0,0.0,0.0,0.055,Free ,5.5¢/kg ,False
0203.19.40,1991,0.0,0.0,0.0,0.055,Free   ,5.5¢/kg   ,False
0203.19.40,1992,0.0,0.0,0.0,0.055,Free   ,5.5¢/kg   ,False
0203.19.40,1993,0.0,0.0,0.0,0.055,........  kg kg ,    ,False
0203.19.40,1994,0.0,0.0,0.0,0.055,........  kg kg ,    ,False
0203.19.40,1995,0.0,0.0,0.0,0.055,Free   ,5.5¢/kg   ,False
0203.19.40,1996,0.0,0.0,0.0,0.055,Free   ,5.5¢/kg   ,False
0203.21.00,1989,0.0,0.0,0.0,0.055,Free  ,5.5¢/kg  ,False
0203.21.00,1991,0.0,0.0,0.0,0.055,Free  ,5.5¢/kg  ,False
